timestamp_iso,x,y,z
2026-05-09T16:01:43.980,-1.7026,0.0000,-0.0906
2026-05-09T16:01:44.183,-1.7026,-0.0039,-0.0906
2026-05-09T16:01:44.319,-1.5000,0.2500,-22.7500
2026-05-09T16:01:44.358,-1.5000,0.1352,-22.7500
2026-05-09T16:01:44.377,-1.5000,0.0800,-22.7500
2026-05-09T16:01:47.794,-1.5007,0.0800,-22.7485
2026-05-09T16:01:47.807,-1.5054,0.0800,-22.7410
2026-05-09T16:01:47.820,-1.5174,0.0800,-22.7211
2026-05-09T16:01:47.833,-1.5288,0.0800,-22.7051
2026-05-09T16:01:47.847,-1.5417,0.0800,-22.6876
2026-05-09T16:01:47.863,-1.5518,0.0800,-22.6695
2026-05-09T16:01:47.876,-1.5660,0.0800,-22.6522
2026-05-09T16:01:47.889,-1.5825,0.0800,-22.6330
2026-05-09T16:01:47.903,-1.5976,0.0800,-22.6165
2026-05-09T16:01:47.917,-1.6076,0.0800,-22.6008
2026-05-09T16:01:47.932,-1.6220,0.0800,-22.5863
2026-05-09T16:01:47.946,-1.6388,0.0800,-22.5701
2026-05-09T16:01:47.960,-1.6520,0.0800,-22.5530
2026-05-09T16:01:47.974,-1.6680,0.0800,-22.5391
2026-05-09T16:01:47.989,-1.6864,0.0800,-22.5237
2026-05-09T16:01:48.001,-1.7053,0.0800,-22.5088
2026-05-09T16:01:48.015,-1.7191,0.0800,-22.4938
2026-05-09T16:01:48.029,-1.7332,0.0800,-22.4838
2026-05-09T16:01:48.044,-1.7537,0.0800,-22.4696
2026-05-09T16:01:48.058,-1.7663,0.0800,-22.4569
2026-05-09T16:01:48.072,-1.7874,0.0800,-22.4438
2026-05-09T16:01:48.086,-1.8060,0.0800,-22.4328
2026-05-09T16:01:48.100,-1.8238,0.0800,-22.4191
2026-05-09T16:01:48.114,-1.8431,0.0800,-22.4087
2026-05-09T16:01:48.128,-1.8629,0.0800,-22.3987
2026-05-09T16:01:48.143,-1.8794,0.0800,-22.3869
2026-05-09T16:01:48.157,-1.8997,0.0800,-22.3775
2026-05-09T16:01:48.170,-1.9215,0.0800,-22.3680
2026-05-09T16:01:48.184,-1.9433,0.0800,-22.3589
2026-05-09T16:01:48.198,-1.9590,0.0800,-22.3488
2026-05-09T16:01:48.212,-1.9795,0.0800,-22.3411
2026-05-09T16:01:48.225,-1.9995,0.0800,-22.3339
2026-05-09T16:01:48.239,-2.0193,0.0800,-22.3239
2026-05-09T16:01:48.254,-2.0394,0.0800,-22.3175
2026-05-09T16:01:48.267,-2.0602,0.0800,-22.3112
2026-05-09T16:01:48.282,-2.0798,0.0800,-22.3023
2026-05-09T16:01:48.296,-2.1004,0.0800,-22.2969
2026-05-09T16:01:48.308,-2.1222,0.0800,-22.2915
2026-05-09T16:01:48.323,-2.1440,0.0800,-22.2866
2026-05-09T16:01:48.337,-2.1617,0.0800,-22.2795
2026-05-09T16:01:48.352,-2.1829,0.0800,-22.2754
2026-05-09T16:01:48.365,-2.2035,0.0800,-22.2723
2026-05-09T16:01:48.379,-2.2213,0.0800,-22.2665
2026-05-09T16:01:48.392,-2.2376,0.0800,-22.2650
2026-05-09T16:01:48.405,-2.2552,0.0800,-22.2638
2026-05-09T16:01:48.420,-2.2701,0.0800,-22.2597
2026-05-09T16:01:48.434,-2.2866,0.0800,-22.2592
2026-05-09T16:01:48.447,-2.3049,0.0800,-22.2591
2026-05-09T16:01:48.463,-2.3199,0.0800,-22.2557
2026-05-09T16:01:48.476,-2.3363,0.0800,-22.2562
2026-05-09T16:01:48.490,-2.3553,0.0800,-22.2571
2026-05-09T16:01:48.503,-2.3719,0.0800,-22.2583
2026-05-09T16:01:48.518,-2.3878,0.0800,-22.2565
2026-05-09T16:01:48.532,-2.4042,0.0800,-22.2583
2026-05-09T16:01:48.545,-2.4221,0.0800,-22.2606
2026-05-09T16:01:48.559,-2.4380,0.0800,-22.2595
2026-05-09T16:01:48.573,-2.4550,0.0800,-22.2623
2026-05-09T16:01:48.587,-2.4709,0.0800,-22.2653
2026-05-09T16:01:48.601,-2.4873,0.0800,-22.2655
2026-05-09T16:01:48.615,-2.5039,0.0800,-22.2692
2026-05-09T16:01:48.628,-2.5214,0.0800,-22.2734
2026-05-09T16:01:48.643,-2.5380,0.0800,-22.2742
2026-05-09T16:01:48.656,-2.5554,0.0800,-22.2789
2026-05-09T16:01:48.670,-2.5737,0.0800,-22.2842
2026-05-09T16:01:48.684,-2.5912,0.0800,-22.2895
2026-05-09T16:01:48.698,-2.6114,0.0800,-22.2926
2026-05-09T16:01:48.712,-2.6347,0.0800,-22.2998
2026-05-09T16:01:48.726,-2.6589,0.0800,-22.3076
2026-05-09T16:01:48.740,-2.6775,0.0800,-22.3106
2026-05-09T16:01:48.754,-2.6866,0.0800,-22.3139
2026-05-09T16:01:49.166,-2.6607,0.0800,-22.3058
2026-05-09T16:01:49.180,-2.6430,0.0800,-22.3044
